,Province/State,Country/Region,Lat,Long,Date,Confirmed,Deaths,Recovered
18309,New Brunswick,Canada,46.5653,-66.4619,2020-04-01,81,0,0
18310,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-01,175,1,0
18311,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-04-01,173,0,0
18312,Ontario,Canada,51.2538,-85.3232,2020-04-01,2392,37,0
18313,Prince Edward Island,Canada,46.5107,-63.4168,2020-04-01,21,0,0
18314,Quebec,Canada,52.9399,-73.5491,2020-04-01,4611,33,0
18315,Saskatchewan,Canada,52.9399,-106.4509,2020-04-01,193,3,0
18316,,Central African Republic,6.6111,20.9394,2020-04-01,3,0,0
18317,,Chad,15.4542,18.7322,2020-04-01,7,0,0
18318,,Chile,-35.6751,-71.543,2020-04-01,3031,16,234
18319,Anhui,China,31.8257,117.2264,2020-04-01,990,6,984
18320,Beijing,China,40.1824,116.4142,2020-04-01,580,8,418
18321,Chongqing,China,30.0572,107.874,2020-04-01,579,6,570
18322,Fujian,China,26.0789,117.9874,2020-04-01,345,1,298
18323,Gansu,China,37.8099,101.0583,2020-04-01,138,2,127
18324,Guangdong,China,23.3417,113.4244,2020-04-01,1501,8,1357
18325,Guangxi,China,23.8298,108.7881,2020-04-01,254,2,250
18326,Guizhou,China,26.8154,106.8748,2020-04-01,146,2,144
18327,Hainan,China,19.1959,109.7453,2020-04-01,168,6,168
18328,Hebei,China,39.549,116.1306,2020-04-01,323,6,310
18329,Heilongjiang,China,47.861999999999995,127.7615,2020-04-01,484,13,469
18330,Henan,China,33.882,113.61399999999999,2020-04-01,1276,22,1251
18331,Hong Kong,China,22.3,114.2,2020-04-01,765,4,147
18332,Hubei,China,30.9756,112.2707,2020-04-01,67802,3193,63326
18333,Hunan,China,27.6104,111.7088,2020-04-01,1018,4,1014
18334,Inner Mongolia,China,44.0935,113.9448,2020-04-01,111,1,74
18335,Jiangsu,China,32.9711,119.455,2020-04-01,646,0,631
18336,Jiangxi,China,27.614,115.7221,2020-04-01,937,1,935
18337,Jilin,China,43.6661,126.1923,2020-04-01,98,1,92
18338,Liaoning,China,41.2956,122.6085,2020-04-01,140,2,124
18339,Macau,China,22.1667,113.55,2020-04-01,41,0,10
18340,Ningxia,China,37.2692,106.1655,2020-04-01,75,0,75
18341,Qinghai,China,35.7452,95.9956,2020-04-01,18,0,18
18342,Shaanxi,China,35.1917,108.8701,2020-04-01,255,3,242
18343,Shandong,China,36.3427,118.1498,2020-04-01,774,7,753
18344,Shanghai,China,31.201999999999998,121.4491,2020-04-01,516,6,341
18345,Shanxi,China,37.5777,112.2922,2020-04-01,137,0,133
18346,Sichuan,China,30.6171,102.7103,2020-04-01,552,3,537
18347,Tianjin,China,39.3054,117.323,2020-04-01,176,3,135
18348,Tibet,China,31.6927,88.0924,2020-04-01,1,0,1
18349,Xinjiang,China,41.1129,85.2401,2020-04-01,76,3,73
18350,Yunnan,China,24.974,101.48700000000001,2020-04-01,182,2,172
18351,Zhejiang,China,29.1832,120.0934,2020-04-01,1257,1,1226
18352,,Colombia,4.5709,-74.2973,2020-04-01,1065,17,39
18353,,Congo (Brazzaville),-4.0383,21.7587,2020-04-01,19,0,0
18354,,Congo (Kinshasa),-4.0383,21.7587,2020-04-01,109,9,3
18355,,Costa Rica,9.7489,-83.7534,2020-04-01,375,2,4
18356,,Cote d'Ivoire,7.54,-5.5471,2020-04-01,190,1,9
18357,,Croatia,45.1,15.2,2020-04-01,963,6,73
18358,,Diamond Princess,0.0,0.0,2020-04-01,712,11,603
18359,,Cuba,22.0,-80.0,2020-04-01,212,6,12
18360,,Cyprus,35.1264,33.4299,2020-04-01,320,9,28
18361,,Czechia,49.8175,15.472999999999999,2020-04-01,3508,39,61
18362,Faroe Islands,Denmark,61.8926,-6.9118,2020-04-01,173,0,75
18363,Greenland,Denmark,71.7069,-42.6043,2020-04-01,10,0,2
18364,,Denmark,56.2639,9.5018,2020-04-01,3107,104,894
18365,,Djibouti,11.8251,42.5903,2020-04-01,33,0,0
18366,,Dominican Republic,18.7357,-70.1627,2020-04-01,1284,57,9
18367,,Ecuador,-1.8312,-78.1834,2020-04-01,2748,93,58
18368,,Egypt,26.0,30.0,2020-04-01,779,52,179
18369,,El Salvador,13.7942,-88.8965,2020-04-01,32,1,0
18370,,Equatorial Guinea,1.5,10.0,2020-04-01,15,0,1
18371,,Eritrea,15.1794,39.7823,2020-04-01,15,0,0
18372,,Estonia,58.5953,25.0136,2020-04-01,779,5,33
18373,,Eswatini,-26.5225,31.4659,2020-04-01,9,0,0
18374,,Ethiopia,9.145,40.4897,2020-04-01,29,0,2
18375,,Fiji,-17.7134,178.065,2020-04-01,5,0,0
18376,,Finland,64.0,26.0,2020-04-01,1446,17,10
18377,French Guiana,France,3.9339,-53.1258,2020-04-01,51,0,15
18378,French Polynesia,France,-17.6797,149.4068,2020-04-01,37,0,0
18379,Guadeloupe,France,16.25,-61.5833,2020-04-01,125,6,24
18380,Mayotte,France,-12.8275,45.1662,2020-04-01,94,1,10
18381,New Caledonia,France,-20.9043,165.618,2020-04-01,16,0,0
18382,Reunion,France,-21.1351,55.2471,2020-04-01,281,0,40
18383,Saint Barthelemy,France,17.9,-62.8333,2020-04-01,6,0,1
18384,St Martin,France,18.0708,-63.0501,2020-04-01,15,1,2
18385,Martinique,France,14.6415,-61.0242,2020-04-01,135,3,27
18386,,France,46.2276,2.2137,2020-04-01,56989,4032,10934
18387,,Gabon,-0.8037,11.6094,2020-04-01,18,1,0
18388,,Gambia,13.4432,-15.3101,2020-04-01,4,1,2
18389,,Georgia,42.3154,43.3569,2020-04-01,117,0,23
18390,,Germany,51.0,9.0,2020-04-01,77872,920,18700
18391,,Ghana,7.9465,-1.0232,2020-04-01,195,5,31
18392,,Greece,39.0742,21.8243,2020-04-01,1415,50,52
18393,,Guatemala,15.7835,-90.2308,2020-04-01,39,1,12
18394,,Guinea,9.9456,-9.6966,2020-04-01,30,0,0
18395,,Guyana,5.0,-58.75,2020-04-01,19,2,0
18396,,Haiti,18.9712,-72.2852,2020-04-01,16,0,1
18397,,Holy See,41.9029,12.4534,2020-04-01,6,0,0
18398,,Honduras,15.2,-86.2419,2020-04-01,172,10,3
18399,,Hungary,47.1625,19.5033,2020-04-01,525,20,40
18400,,Iceland,64.9631,-19.0208,2020-04-01,1220,2,225
18401,,India,21.0,78.0,2020-04-01,1998,58,148
18402,,Indonesia,-0.7893,113.9213,2020-04-01,1677,157,103
18403,,Iran,32.0,53.0,2020-04-01,47593,3036,15473
18404,,Iraq,33.0,44.0,2020-04-01,728,52,182
18405,,Ireland,53.1424,-7.6921,2020-04-01,3447,85,5
18406,,Israel,31.0,35.0,2020-04-01,6092,26,241
18407,,Italy,43.0,12.0,2020-04-01,110574,13155,16847
18408,,Jamaica,18.1096,-77.2975,2020-04-01,44,3,2
18409,,Japan,36.0,138.0,2020-04-01,2178,57,472
18410,,Jordan,31.24,36.51,2020-04-01,278,5,36
18411,,Kazakhstan,48.0196,66.9237,2020-04-01,380,3,26
18412,,Kenya,-0.0236,37.9062,2020-04-01,81,1,3
18413,,South Korea,36.0,128.0,2020-04-01,9887,165,5567
18414,,Kuwait,29.5,47.75,2020-04-01,317,0,80
18415,,Kyrgyzstan,41.2044,74.7661,2020-04-01,111,0,3
18416,,Latvia,56.8796,24.6032,2020-04-01,446,0,1
18417,,Lebanon,33.8547,35.8623,2020-04-01,479,14,43
18418,,Liberia,6.4281,-9.4295,2020-04-01,6,0,0
18419,,Liechtenstein,47.14,9.55,2020-04-01,68,0,0
18420,,Lithuania,55.1694,23.8813,2020-04-01,581,8,7
18421,,Luxembourg,49.8153,6.1296,2020-04-01,2319,29,80
18422,,Madagascar,-18.7669,46.8691,2020-04-01,57,0,0
18423,,Malaysia,2.5,112.5,2020-04-01,2908,45,645
18424,,Maldives,3.2028,73.2207,2020-04-01,19,0,13
18425,,Malta,35.9375,14.3754,2020-04-01,188,0,2
18426,,Mauritania,21.0079,10.9408,2020-04-01,6,1,2
18427,,Mauritius,-20.2,57.5,2020-04-01,161,6,0
18428,,Mexico,23.6345,-102.5528,2020-04-01,1215,29,35
18429,,Moldova,47.4116,28.3699,2020-04-01,423,5,23
18430,,Monaco,43.7333,7.4167,2020-04-01,55,1,2
18431,,Mongolia,46.8625,103.8467,2020-04-01,14,0,2
18432,,Montenegro,42.5,19.3,2020-04-01,123,2,0
18433,,Morocco,31.7917,-7.0926,2020-04-01,654,39,29
18434,,Namibia,-22.9576,18.4904,2020-04-01,14,0,2
18435,,Nepal,28.1667,84.25,2020-04-01,5,0,1
18436,Aruba,Netherlands,12.5186,-70.0358,2020-04-01,55,0,1
18437,Curacao,Netherlands,12.1696,-68.99,2020-04-01,11,1,3
18438,Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-01,16,1,6
18439,,Netherlands,52.1326,5.2913,2020-04-01,13614,1173,250
18440,,New Zealand,-40.9006,174.886,2020-04-01,708,1,83
18441,,Nicaragua,12.8654,-85.2072,2020-04-01,5,1,0
18442,,Niger,17.6078,8.0817,2020-04-01,74,5,0
18443,,Nigeria,9.082,8.6753,2020-04-01,174,2,9
18444,,North Macedonia,41.6086,21.7453,2020-04-01,354,11,17
18445,,Norway,60.472,8.4689,2020-04-01,4863,44,13
18446,,Oman,21.0,57.0,2020-04-01,210,1,34
18447,,Pakistan,30.3753,69.3451,2020-04-01,2118,27,94
18448,,Panama,8.538,-80.7821,2020-04-01,1181,30,9
18449,,Papua New Guinea,-6.315,143.9555,2020-04-01,1,0,0
18450,,Paraguay,-23.4425,-58.4438,2020-04-01,69,3,1
18451,,Peru,-9.19,-75.0152,2020-04-01,1323,38,394
18452,,Philippines,13.0,122.0,2020-04-01,2311,96,50
18453,,Poland,51.9194,19.1451,2020-04-01,2554,43,47
18454,,Portugal,39.3999,-8.2245,2020-04-01,8251,187,43
18455,,Qatar,25.3548,51.1839,2020-04-01,835,2,71
18456,,Romania,45.9432,24.9668,2020-04-01,2460,92,252
18457,,Russia,60.0,90.0,2020-04-01,2777,24,190
18458,,Rwanda,-1.9403,29.8739,2020-04-01,82,0,0
18459,,Saint Lucia,13.9094,-60.9789,2020-04-01,13,0,1
18460,,Saint Vincent and the Grenadines,12.9843,-61.2872,2020-04-01,1,0,1
18461,,San Marino,43.9424,12.4578,2020-04-01,236,26,13
18462,,Saudi Arabia,24.0,45.0,2020-04-01,1720,16,264
18463,,Senegal,14.4974,-14.4524,2020-04-01,190,1,45
18464,,Serbia,44.0165,21.0059,2020-04-01,1060,28,0
18465,,Seychelles,-4.6796,55.492,2020-04-01,10,0,0
18466,,Singapore,1.2833,103.8333,2020-04-01,1000,3,245
18467,,Slovakia,48.669,19.699,2020-04-01,400,1,3
18468,,Slovenia,46.1512,14.9955,2020-04-01,841,15,10
18469,,Somalia,5.1521,46.1996,2020-04-01,5,0,1
18470,,South Africa,-30.5595,22.9375,2020-04-01,1380,5,50
18471,,Spain,40.0,-4.0,2020-04-01,104118,9387,22647
18472,,Sri Lanka,7.0,81.0,2020-04-01,146,3,21
18473,,Sudan,12.8628,30.2176,2020-04-01,7,2,2
18474,,Suriname,3.9193,-56.0278,2020-04-01,10,0,0
18475,,Sweden,63.0,16.0,2020-04-01,4947,239,103
18476,,Switzerland,46.8182,8.2275,2020-04-01,17768,488,2967
18477,,Taiwan*,23.7,121.0,2020-04-01,329,5,39
18478,,Tanzania,-6.369,34.8888,2020-04-01,20,1,1
18479,,Thailand,15.0,101.0,2020-04-01,1771,12,505
18480,,Togo,8.6195,0.8248,2020-04-01,36,2,10
18481,,Trinidad and Tobago,10.6918,-61.2225,2020-04-01,90,5,1
18482,,Tunisia,34.0,9.0,2020-04-01,423,12,5
18483,,Turkey,38.9637,35.2433,2020-04-01,15679,277,333
18484,,Uganda,1.0,32.0,2020-04-01,44,0,0
18485,,Ukraine,48.3794,31.1656,2020-04-01,794,20,13
18486,,United Arab Emirates,24.0,54.0,2020-04-01,814,8,61
18487,Bermuda,United Kingdom,32.3078,-64.7505,2020-04-01,32,0,10
18488,Cayman Islands,United Kingdom,19.3133,-81.2546,2020-04-01,22,1,0
18489,Channel Islands,United Kingdom,49.3723,-2.3644,2020-04-01,172,3,0
18490,Gibraltar,United Kingdom,36.1408,-5.3536,2020-04-01,81,0,34
18491,Isle of Man,United Kingdom,54.2361,-4.5481,2020-04-01,68,1,0
18492,Montserrat,United Kingdom,16.7425,-62.1874,2020-04-01,5,0,0
18493,,United Kingdom,55.3781,-3.4360000000000004,2020-04-01,29474,2352,135
18494,,Uruguay,-32.5228,-55.7658,2020-04-01,338,2,41
18495,,US,37.0902,-95.7129,2020-04-01,213372,4757,8474
18496,,Uzbekistan,41.3775,64.5853,2020-04-01,181,2,12
18497,,Venezuela,6.4238,-66.5897,2020-04-01,143,3,41
18498,,Vietnam,16.0,108.0,2020-04-01,218,0,63
18499,,Zambia,-15.4167,28.2833,2020-04-01,36,0,0
18500,,Zimbabwe,-20.0,30.0,2020-04-01,8,1,0
18501,Diamond Princess,Canada,0.0,0.0,2020-04-01,0,1,0
18502,,Dominica,15.415,-61.371,2020-04-01,12,0,0
18503,,Grenada,12.1165,-61.678999999999995,2020-04-01,9,0,0
18504,,Mozambique,-18.665695,35.529562,2020-04-01,10,0,0
18505,,Syria,34.802075,38.99681500000001,2020-04-01,10,2,0
18506,,Timor-Leste,-8.874217,125.727539,2020-04-01,1,0,0
18507,,Belize,13.1939,-59.5432,2020-04-01,3,0,0
18508,,Laos,19.856270000000002,102.495496,2020-04-01,10,0,0
18509,,Libya,26.3351,17.228331,2020-04-01,10,0,0
18510,,West Bank and Gaza,31.9522,35.2332,2020-04-01,134,1,18
18511,,Guinea-Bissau,11.8037,-15.1804,2020-04-01,9,0,0
18512,,Mali,17.570692,-3.996166000000001,2020-04-01,31,3,0
18513,,Saint Kitts and Nevis,17.357822,-62.782998,2020-04-01,8,0,0
18514,Northwest Territories,Canada,64.8255,-124.8457,2020-04-01,2,0,0
18515,Yukon,Canada,64.2823,-135.0,2020-04-01,5,0,0
18516,,Kosovo,42.602636,20.902977,2020-04-01,125,1,10
18517,,Burma,21.9162,95.956,2020-04-01,15,1,0
18518,Anguilla,United Kingdom,18.2206,-63.0686,2020-04-01,2,0,0
18519,British Virgin Islands,United Kingdom,18.4207,-64.64,2020-04-01,3,0,0
18520,Turks and Caicos Islands,United Kingdom,21.69400000000001,-71.7979,2020-04-01,6,0,0
18521,,MS Zaandam,0.0,0.0,2020-04-01,9,2,0
18522,,Botswana,-22.3285,24.6849,2020-04-01,4,1,0
18523,,Burundi,-3.3731,29.9189,2020-04-01,2,0,0
18524,,Sierra Leone,8.460555000000001,-11.779889,2020-04-01,2,0,0
18525,,Malawi,-13.254307999999998,34.301525,2020-04-01,0,0,0
18526,Falkland Islands (Malvinas),United Kingdom,-51.7963,-59.5236,2020-04-01,0,0,0
18527,Saint Pierre and Miquelon,France,46.8852,-56.3159,2020-04-01,0,0,0
18528,,South Sudan,6.8770000000000024,31.307,2020-04-01,0,0,0
18529,,Western Sahara,24.2155,-12.8858,2020-04-01,0,0,0
18530,,Sao Tome and Principe,0.18636,6.613081,2020-04-01,0,0,0
18531,,Afghanistan,33.0,65.0,2020-04-02,273,6,10
18532,,Albania,41.1533,20.1683,2020-04-02,277,16,76
18533,,Algeria,28.0339,1.6596,2020-04-02,986,86,61
18534,,Andorra,42.5063,1.5218,2020-04-02,428,15,10
18535,,Angola,-11.2027,17.8739,2020-04-02,8,2,1
18536,,Antigua and Barbuda,17.0608,-61.7964,2020-04-02,9,0,0
18537,,Argentina,-38.4161,-63.6167,2020-04-02,1133,36,256
18538,,Armenia,40.0691,45.0382,2020-04-02,663,7,33
18539,Australian Capital Territory,Australia,-35.4735,149.0124,2020-04-02,87,1,11
18540,New South Wales,Australia,-33.8688,151.2093,2020-04-02,2298,10,4
18541,Northern Territory,Australia,-12.4634,130.8456,2020-04-02,21,0,0
18542,Queensland,Australia,-28.0167,153.4,2020-04-02,835,4,8
18543,South Australia,Australia,-34.9285,138.6007,2020-04-02,367,0,6
18544,Tasmania,Australia,-41.4545,145.9707,2020-04-02,72,2,5
18545,Victoria,Australia,-37.8136,144.9631,2020-04-02,1036,5,422
18546,Western Australia,Australia,-31.9505,115.8605,2020-04-02,400,2,64
18547,,Austria,47.5162,14.5501,2020-04-02,11129,158,1749
18548,,Azerbaijan,40.1431,47.5769,2020-04-02,400,5,26
18549,,Bahamas,25.0343,-77.3963,2020-04-02,24,1,1
18550,,Bahrain,26.0275,50.55,2020-04-02,643,4,381
18551,,Bangladesh,23.685,90.3563,2020-04-02,56,6,25
18552,,Barbados,13.1939,-59.5432,2020-04-02,46,0,0
18553,,Belarus,53.7098,27.9534,2020-04-02,304,4,53
18554,,Belgium,50.8333,4.0,2020-04-02,15348,1011,2495
18555,,Benin,9.3077,2.3158,2020-04-02,13,0,1
18556,,Bhutan,27.5142,90.4336,2020-04-02,5,0,1
18557,,Bolivia,-16.2902,-63.5887,2020-04-02,123,8,1
18558,,Bosnia and Herzegovina,43.9159,17.6791,2020-04-02,533,16,20
18559,,Brazil,-14.235,-51.9253,2020-04-02,8044,324,127
18560,,Brunei,4.5353,114.7277,2020-04-02,133,1,56
18561,,Bulgaria,42.7339,25.4858,2020-04-02,457,10,25
18562,,Burkina Faso,12.2383,-1.5616,2020-04-02,288,16,50
18563,,Cabo Verde,16.5388,-23.0418,2020-04-02,6,1,0
18564,,Cambodia,11.55,104.9167,2020-04-02,110,0,34
18565,,Cameroon,3.8480000000000003,11.5021,2020-04-02,306,7,10
18566,Alberta,Canada,53.9333,-116.5765,2020-04-02,969,13,0
18567,British Columbia,Canada,49.2827,-123.1207,2020-04-02,1121,31,0
18568,Grand Princess,Canada,37.6489,-122.6655,2020-04-02,13,0,0
18569,Manitoba,Canada,53.7609,-98.8139,2020-04-02,167,1,0
18570,New Brunswick,Canada,46.5653,-66.4619,2020-04-02,91,0,0
18571,Newfoundland and Labrador,Canada,53.1355,-57.6604,2020-04-02,183,1,0
18572,Nova Scotia,Canada,44.681999999999995,-63.7443,2020-04-02,193,0,0
18573,Ontario,Canada,51.2538,-85.3232,2020-04-02,2793,53,0
18574,Prince Edward Island,Canada,46.5107,-63.4168,2020-04-02,22,0,0
18575,Quebec,Canada,52.9399,-73.5491,2020-04-02,5518,36,0
18576,Saskatchewan,Canada,52.9399,-106.4509,2020-04-02,206,3,0
18577,,Central African Republic,6.6111,20.9394,2020-04-02,3,0,0
18578,,Chad,15.4542,18.7322,2020-04-02,8,0,0
18579,,Chile,-35.6751,-71.543,2020-04-02,3404,18,335
18580,Anhui,China,31.8257,117.2264,2020-04-02,990,6,984
18581,Beijing,China,40.1824,116.4142,2020-04-02,582,8,424
18582,Chongqing,China,30.0572,107.874,2020-04-02,579,6,570
18583,Fujian,China,26.0789,117.9874,2020-04-02,345,1,299
18584,Gansu,China,37.8099,101.0583,2020-04-02,138,2,127
18585,Guangdong,China,23.3417,113.4244,2020-04-02,1507,8,1365
18586,Guangxi,China,23.8298,108.7881,2020-04-02,254,2,252
18587,Guizhou,China,26.8154,106.8748,2020-04-02,146,2,144
18588,Hainan,China,19.1959,109.7453,2020-04-02,168,6,162
18589,Hebei,China,39.549,116.1306,2020-04-02,325,6,310
18590,Heilongjiang,China,47.861999999999995,127.7615,2020-04-02,488,13,469
18591,Henan,China,33.882,113.61399999999999,2020-04-02,1276,22,1251
18592,Hong Kong,China,22.3,114.2,2020-04-02,802,4,147
18593,Hubei,China,30.9756,112.2707,2020-04-02,67802,3199,63471
18594,Hunan,China,27.6104,111.7088,2020-04-02,1019,4,1014
18595,Inner Mongolia,China,44.0935,113.9448,2020-04-02,117,1,74
18596,Jiangsu,China,32.9711,119.455,2020-04-02,647,0,631
18597,Jiangxi,China,27.614,115.7221,2020-04-02,937,1,935
18598,Jilin,China,43.6661,126.1923,2020-04-02,98,1,92
18599,Liaoning,China,41.2956,122.6085,2020-04-02,141,2,124
18600,Macau,China,22.1667,113.55,2020-04-02,41,0,10
18601,Ningxia,China,37.2692,106.1655,2020-04-02,75,0,75
18602,Qinghai,China,35.7452,95.9956,2020-04-02,18,0,18
18603,Shaanxi,China,35.1917,108.8701,2020-04-02,255,3,242
18604,Shandong,China,36.3427,118.1498,2020-04-02,775,7,753
18605,Shanghai,China,31.201999999999998,121.4491,2020-04-02,522,6,343
18606,Shanxi,China,37.5777,112.2922,2020-04-02,137,0,133
18607,Sichuan,China,30.6171,102.7103,2020-04-02,554,3,537
18608,Tianjin,China,39.3054,117.323,2020-04-02,176,3,135
18609,Tibet,China,31.6927,88.0924,2020-04-02,1,0,1
18610,Xinjiang,China,41.1129,85.2401,2020-04-02,76,3,73
18611,Yunnan,China,24.974,101.48700000000001,2020-04-02,183,2,172
18612,Zhejiang,China,29.1832,120.0934,2020-04-02,1258,1,1228
18613,,Colombia,4.5709,-74.2973,2020-04-02,1161,19,55
18614,,Congo (Brazzaville),-4.0383,21.7587,2020-04-02,22,2,2
18615,,Congo (Kinshasa),-4.0383,21.7587,2020-04-02,134,13,3
18616,,Costa Rica,9.7489,-83.7534,2020-04-02,396,2,6
18617,,Cote d'Ivoire,7.54,-5.5471,2020-04-02,194,1,15
18618,,Croatia,45.1,15.2,2020-04-02,1011,7,88
18619,,Diamond Princess,0.0,0.0,2020-04-02,712,11,619
18620,,Cuba,22.0,-80.0,2020-04-02,233,6,13
18621,,Cyprus,35.1264,33.4299,2020-04-02,356,10,28
18622,,Czechia,49.8175,15.472999999999999,2020-04-02,3858,44,67
18623,Faroe Islands,Denmark,61.8926,-6.9118,2020-04-02,177,0,81
18624,Greenland,Denmark,71.7069,-42.6043,2020-04-02,10,0,2
18625,,Denmark,56.2639,9.5018,2020-04-02,3386,123,1089
18626,,Djibouti,11.8251,42.5903,2020-04-02,40,0,0
18627,,Dominican Republic,18.7357,-70.1627,2020-04-02,1380,60,16
18628,,Ecuador,-1.8312,-78.1834,2020-04-02,3163,120,65
18629,,Egypt,26.0,30.0,2020-04-02,865,58,201
18630,,El Salvador,13.7942,-88.8965,2020-04-02,41,2,0
18631,,Equatorial Guinea,1.5,10.0,2020-04-02,15,0,1
18632,,Eritrea,15.1794,39.7823,2020-04-02,22,0,0
18633,,Estonia,58.5953,25.0136,2020-04-02,858,11,45
18634,,Eswatini,-26.5225,31.4659,2020-04-02,9,0,0
18635,,Ethiopia,9.145,40.4897,2020-04-02,29,0,3
18636,,Fiji,-17.7134,178.065,2020-04-02,7,0,0
18637,,Finland,64.0,26.0,2020-04-02,1518,19,300
18638,French Guiana,France,3.9339,-53.1258,2020-04-02,51,0,15
18639,French Polynesia,France,-17.6797,149.4068,2020-04-02,37,0,0
18640,Guadeloupe,France,16.25,-61.5833,2020-04-02,128,6,24
18641,Mayotte,France,-12.8275,45.1662,2020-04-02,116,1,10
18642,New Caledonia,France,-20.9043,165.618,2020-04-02,18,0,1
18643,Reunion,France,-21.1351,55.2471,2020-04-02,308,0,40
18644,Saint Barthelemy,France,17.9,-62.8333,2020-04-02,6,0,1
18645,St Martin,France,18.0708,-63.0501,2020-04-02,22,1,2
18646,Martinique,France,14.6415,-61.0242,2020-04-02,138,3,27
18647,,France,46.2276,2.2137,2020-04-02,59105,5387,12428
18648,,Gabon,-0.8037,11.6094,2020-04-02,21,1,0
18649,,Gambia,13.4432,-15.3101,2020-04-02,4,1,2
18650,,Georgia,42.3154,43.3569,2020-04-02,134,0,26
18651,,Germany,51.0,9.0,2020-04-02,84794,1107,22440
18652,,Ghana,7.9465,-1.0232,2020-04-02,204,5,31
18653,,Greece,39.0742,21.8243,2020-04-02,1544,53,61
18654,,Guatemala,15.7835,-90.2308,2020-04-02,47,1,12
18655,,Guinea,9.9456,-9.6966,2020-04-02,52,0,0
18656,,Guyana,5.0,-58.75,2020-04-02,19,4,0
18657,,Haiti,18.9712,-72.2852,2020-04-02,16,0,1
18658,,Holy See,41.9029,12.4534,2020-04-02,7,0,0
18659,,Honduras,15.2,-86.2419,2020-04-02,219,14,3
18660,,Hungary,47.1625,19.5033,2020-04-02,585,21,42
18661,,Iceland,64.9631,-19.0208,2020-04-02,1319,4,284
18662,,India,21.0,78.0,2020-04-02,2543,72,191
18663,,Indonesia,-0.7893,113.9213,2020-04-02,1790,170,112
18664,,Iran,32.0,53.0,2020-04-02,50468,3160,16711
18665,,Iraq,33.0,44.0,2020-04-02,772,54,202
18666,,Ireland,53.1424,-7.6921,2020-04-02,3849,98,5
18667,,Israel,31.0,35.0,2020-04-02,6857,36,338
18668,,Italy,43.0,12.0,2020-04-02,115242,13915,18278
18669,,Jamaica,18.1096,-77.2975,2020-04-02,47,3,2
18670,,Japan,36.0,138.0,2020-04-02,2495,62,472
18671,,Jordan,31.24,36.51,2020-04-02,299,5,45
18672,,Kazakhstan,48.0196,66.9237,2020-04-02,435,3,27
18673,,Kenya,-0.0236,37.9062,2020-04-02,110,3,4
18674,,South Korea,36.0,128.0,2020-04-02,9976,169,5828
18675,,Kuwait,29.5,47.75,2020-04-02,342,0,81
18676,,Kyrgyzstan,41.2044,74.7661,2020-04-02,116,0,5
18677,,Latvia,56.8796,24.6032,2020-04-02,458,0,31
18678,,Lebanon,33.8547,35.8623,2020-04-02,494,16,46
18679,,Liberia,6.4281,-9.4295,2020-04-02,6,0,0
18680,,Liechtenstein,47.14,9.55,2020-04-02,75,0,0
18681,,Lithuania,55.1694,23.8813,2020-04-02,649,9,7
18682,,Luxembourg,49.8153,6.1296,2020-04-02,2487,30,80
18683,,Madagascar,-18.7669,46.8691,2020-04-02,59,0,0
18684,,Malaysia,2.5,112.5,2020-04-02,3116,50,767
18685,,Maldives,3.2028,73.2207,2020-04-02,19,0,13
18686,,Malta,35.9375,14.3754,2020-04-02,196,0,2
18687,,Mauritania,21.0079,10.9408,2020-04-02,6,1,2
18688,,Mauritius,-20.2,57.5,2020-04-02,169,7,0
18689,,Mexico,23.6345,-102.5528,2020-04-02,1378,37,35
18690,,Moldova,47.4116,28.3699,2020-04-02,505,6,23
18691,,Monaco,43.7333,7.4167,2020-04-02,60,1,2
18692,,Mongolia,46.8625,103.8467,2020-04-02,14,0,2
18693,,Montenegro,42.5,19.3,2020-04-02,144,2,0
18694,,Morocco,31.7917,-7.0926,2020-04-02,708,44,31
18695,,Namibia,-22.9576,18.4904,2020-04-02,14,0,3
18696,,Nepal,28.1667,84.25,2020-04-02,6,0,1
18697,Aruba,Netherlands,12.5186,-70.0358,2020-04-02,60,0,1
18698,Curacao,Netherlands,12.1696,-68.99,2020-04-02,11,1,3
18699,Sint Maarten,Netherlands,18.0425,-63.0548,2020-04-02,18,1,6
18700,,Netherlands,52.1326,5.2913,2020-04-02,14697,1339,250
18701,,New Zealand,-40.9006,174.886,2020-04-02,797,1,92
18702,,Nicaragua,12.8654,-85.2072,2020-04-02,5,1,0
18703,,Niger,17.6078,8.0817,2020-04-02,98,5,0
18704,,Nigeria,9.082,8.6753,2020-04-02,184,2,20
18705,,North Macedonia,41.6086,21.7453,2020-04-02,384,11,17
18706,,Norway,60.472,8.4689,2020-04-02,5147,50,32
18707,,Oman,21.0,57.0,2020-04-02,231,1,57
18708,,Pakistan,30.3753,69.3451,2020-04-02,2421,34,125
18709,,Panama,8.538,-80.7821,2020-04-02,1317,32,9
18710,,Papua New Guinea,-6.315,143.9555,2020-04-02,1,0,0
18711,,Paraguay,-23.4425,-58.4438,2020-04-02,77,3,2
18712,,Peru,-9.19,-75.0152,2020-04-02,1414,55,537
18713,,Philippines,13.0,122.0,2020-04-02,2633,107,51
18714,,Poland,51.9194,19.1451,2020-04-02,2946,57,56
18715,,Portugal,39.3999,-8.2245,2020-04-02,9034,209,68
18716,,Qatar,25.3548,51.1839,2020-04-02,949,3,72
